gateway_id,connector_id,protocol,point_id,point_name,point_type,point_specification,writable,interval,unit,max_pres_value,min_pres_value,labels,scale,device_id,device_name,device_type,site,building,floor,installation_area,target_area,panel,tags,supplier,owner,description,local_id,device_id_bacnet,instance_no_bacnet,object_type_bacnet
gw-001,bacnet-01,bacnet,BN-AI-0011,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,11",1001,11,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0012,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,12",1001,12,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0013,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,13",1001,13,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0014,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,14",1001,14,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0015,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,15",1001,15,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0016,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,16",1001,16,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0017,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,17",1001,17,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0018,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,18",1001,18,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0019,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,19",1001,19,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0020,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,20",1001,20,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0021,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,21",1001,21,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0022,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,22",1001,22,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0023,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,23",1001,23,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0024,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,24",1001,24,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0025,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,25",1001,25,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0026,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,26",1001,26,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0027,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,27",1001,27,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0028,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,28",1001,28,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0029,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,29",1001,29,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0030,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,30",1001,30,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0031,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,31",1001,31,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0032,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,32",1001,32,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0033,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,33",1001,33,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0034,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,34",1001,34,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0035,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,35",1001,35,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0036,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,36",1001,36,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0037,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,37",1001,37,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0038,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,38",1001,38,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0039,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,39",1001,39,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0040,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,40",1001,40,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0041,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,41",1001,41,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0042,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,42",1001,42,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0043,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,43",1001,43,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0044,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,44",1001,44,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0045,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,45",1001,45,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0046,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,46",1001,46,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0047,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,47",1001,47,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0048,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,48",1001,48,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0049,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,49",1001,49,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0050,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,50",1001,50,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0051,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,51",1001,51,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0052,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,52",1001,52,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0053,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,53",1001,53,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0054,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,54",1001,54,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0055,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,55",1001,55,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0056,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,56",1001,56,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0057,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,57",1001,57,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0058,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,58",1001,58,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0059,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,59",1001,59,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0060,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,60",1001,60,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0061,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,61",1001,61,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0062,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,62",1001,62,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0063,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,63",1001,63,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0064,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,64",1001,64,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0065,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,65",1001,65,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0066,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,66",1001,66,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0067,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,67",1001,67,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0068,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,68",1001,68,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0069,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,69",1001,69,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0070,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,70",1001,70,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0071,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,71",1001,71,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0072,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,72",1001,72,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0073,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,73",1001,73,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0074,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,74",1001,74,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0075,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,75",1001,75,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0076,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,76",1001,76,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0077,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,77",1001,77,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0078,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,78",1001,78,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0079,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,79",1001,79,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0080,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,80",1001,80,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0081,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,81",1001,81,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0082,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,82",1001,82,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0083,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,83",1001,83,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0084,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,84",1001,84,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0085,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,85",1001,85,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0086,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,86",1001,86,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0087,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,87",1001,87,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0088,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,88",1001,88,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0089,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,89",1001,89,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0090,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,90",1001,90,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0091,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,91",1001,91,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0092,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,92",1001,92,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0093,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,93",1001,93,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0094,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,94",1001,94,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0095,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,95",1001,95,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0096,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,96",1001,96,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0097,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,97",1001,97,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0098,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,98",1001,98,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0099,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,99",1001,99,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0100,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,100",1001,100,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0101,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,101",1001,101,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0102,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,102",1001,102,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0103,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,103",1001,103,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0104,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,104",1001,104,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0105,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,105",1001,105,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0106,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,106",1001,106,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0107,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,107",1001,107,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0108,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,108",1001,108,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0109,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,109",1001,109,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0110,Pressure,Pressure,Measurement,false,5,bar,10,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,110",1001,110,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0111,Temperature,Temperature,Measurement,false,5,degC,50,-10,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,111",1001,111,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0112,Humidity,Humidity,Measurement,false,5,%RH,100,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,112",1001,112,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0113,CO2 Concentration,CO2 Concentration,Measurement,false,5,ppm,5000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,113",1001,113,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0114,Differential Pressure,Differential Pressure,Measurement,false,5,Pa,1000,-1000,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,114",1001,114,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0115,Flow Rate,Flow Rate,Measurement,false,5,m3/h,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,115",1001,115,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0116,Power,Power,Measurement,false,5,kW,1000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,116",1001,116,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0117,Energy,Energy,Metering,false,5,kWh,999999,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,117",1001,117,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0118,Illuminance,Illuminance,Measurement,false,5,lux,10000,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,118",1001,118,analogInput
gw-001,bacnet-01,bacnet,BN-AI-0119,Wind Speed,Wind Speed,Measurement,false,5,m/s,50,0,,1.0,ahu-01,AHU-01,AHU,Site01,Building01,1F,Area01,,,,,,,"analogInput,119",1001,119,analogInput
